0,1,2,3,time,classifier,pseudotime_index,pseudotime
0.9707606,0.028175687,0.0007788821,0.00028483517,3,c1_2,3,0.33379212
0.9699776,0.028938167,0.0007398741,0.0003444109,5,c1_2,5,0.35966438
0.9640225,0.034118637,0.001282089,0.00057676726,7,c1_2,7,0.36385068
0.9659187,0.03246352,0.0010551725,0.00056262524,9,c1_2,9,0.3746114
0.963038,0.034964785,0.001327904,0.00066937075,11,c1_2,11,0.38257623
0.94774354,0.048569165,0.0024198329,0.0012674906,13,c1_2,13,0.38689575
0.8981174,0.0894424,0.007940263,0.0044999216,15,c1_2,15,0.39932215
0.9238124,0.06924762,0.005064469,0.0018755709,17,c1_2,17,0.40493307
0.8978132,0.086737424,0.011857211,0.0035921894,19,c1_2,19,0.40907484
0.76543343,0.17421234,0.045159195,0.015194972,21,c1_2,21,0.41316986
0.73063105,0.19738033,0.052163538,0.019825181,23,c1_2,23,0.4179559
0.76827645,0.16744943,0.05486324,0.009410876,25,c1_2,25,0.4212921
0.80466264,0.14494176,0.040056445,0.01033912,27,c1_2,27,0.42743686
0.60447896,0.25735474,0.110051766,0.028114595,29,c1_2,29,0.42836356
0.4797911,0.25710493,0.18997015,0.07313383,31,c1_2,31,0.43130544
0.5382053,0.2546755,0.14576767,0.061351527,33,c1_2,33,0.4334783
0.40347707,0.25648913,0.21230896,0.12772481,35,c1_2,35,0.44602007
0.3519174,0.24642141,0.24050492,0.16115636,37,c1_2,37,0.44781584
0.37154698,0.23837498,0.23051934,0.15955862,39,c1_2,39,0.45465595
0.31768313,0.23348735,0.26456344,0.18426608,41,c1_2,41,0.4676976
0.30680332,0.23429167,0.26117876,0.19772626,43,c1_2,43,0.47799823
0.3142434,0.23767106,0.25183448,0.19625103,45,c1_2,45,0.47922197
0.31434783,0.23967966,0.25078377,0.19518878,47,c1_2,47,0.49376398
0.32099268,0.24222621,0.24536544,0.19141568,49,c1_2,49,0.49827123
0.3083041,0.24454728,0.24272346,0.20442522,51,c1_2,51,0.50393045
0.31505093,0.24558517,0.23327728,0.20608659,53,c1_2,53,0.5204292
0.33604127,0.25534737,0.20837626,0.20023504,55,c1_2,55,0.5226173
0.34995082,0.26552397,0.18868199,0.19584322,57,c1_2,57,0.5269752
0.35263622,0.26828814,0.18512122,0.19395436,59,c1_2,59,0.5275566
0.36888182,0.2715315,0.17801616,0.1815705,61,c1_2,61,0.5311333
0.36379808,0.2682654,0.17954583,0.18839069,63,c1_2,63,0.5362405
0.2528651,0.23398156,0.2643302,0.24882306,65,c1_2,65,0.5437371
0.25146544,0.23713571,0.26169643,0.24970235,67,c1_2,67,0.54746187
0.2858755,0.24631047,0.21682753,0.25098658,69,c1_2,69,0.5632145
0.28280944,0.24981509,0.22215544,0.24522005,71,c1_2,71,0.56884885
0.31176743,0.2555503,0.2017362,0.23094617,73,c1_2,73,0.5726982
0.3214355,0.26131865,0.19242208,0.22482379,75,c1_2,75,0.5749665
0.3109281,0.25758597,0.19470894,0.23677702,77,c1_2,77,0.5798603
0.3167621,0.26405662,0.19279999,0.2263813,79,c1_2,79,0.58516747
0.33871052,0.26499155,0.18271066,0.21358731,81,c1_2,81,0.5877568
0.3428441,0.27005538,0.17753844,0.20956208,83,c1_2,83,0.5957076
0.34503084,0.26948723,0.17794354,0.20753835,85,c1_2,85,0.59877026
0.356368,0.26946828,0.17649075,0.19767298,87,c1_2,87,0.6013746
0.36262745,0.27180633,0.17396401,0.1916022,89,c1_2,89,0.6078696
0.36850205,0.27339923,0.1699294,0.18816933,91,c1_2,91,0.6182356
0.36609524,0.2732131,0.16838066,0.19231111,93,c1_2,93,0.6228127
0.36646405,0.27153325,0.17428061,0.18772209,95,c1_2,95,0.6256511
0.3749225,0.27628088,0.16335739,0.18543917,97,c1_2,97,0.6280718
0.3825694,0.2774366,0.15748492,0.18250905,99,c1_2,99,0.62892306
0.41152227,0.2798893,0.14480774,0.16378072,101,c1_2,101,0.6337474
0.43237957,0.28124464,0.13380724,0.1525686,103,c1_2,103,0.63572353
0.44453353,0.2810915,0.12836823,0.14600675,105,c1_2,105,0.6360798
0.4131098,0.2792491,0.13939324,0.16824785,107,c1_2,107,0.63723415
0.43271706,0.27388483,0.12975416,0.16364394,109,c1_2,109,0.63825583
0.4389453,0.2676251,0.13132364,0.16210605,111,c1_2,111,0.64094335
0.44927806,0.2679457,0.12607989,0.15669638,113,c1_2,113,0.64379734
0.4617623,0.2689353,0.122591995,0.14671044,115,c1_2,115,0.64444077
0.45438433,0.2677,0.12578022,0.15213549,117,c1_2,117,0.6458339
0.47216797,0.2666915,0.11824868,0.14289176,119,c1_2,119,0.6473318
0.48670828,0.2673473,0.113015324,0.13292907,121,c1_2,121,0.6486608
0.5023678,0.26865256,0.10593016,0.12304952,123,c1_2,123,0.64887655
0.5131328,0.2640479,0.10244749,0.120371796,125,c1_2,125,0.65048075
0.52349824,0.25916728,0.099449284,0.11788521,127,c1_2,127,0.650911
0.5162155,0.24856927,0.106762715,0.12845246,129,c1_2,129,0.65253913
0.52465874,0.25374463,0.10379935,0.11779729,131,c1_2,131,0.6527983
0.51523536,0.26146662,0.10701,0.116288,133,c1_2,133,0.6537433
0.53403026,0.2571067,0.098966055,0.109896995,135,c1_2,135,0.6544877
0.5218331,0.24657716,0.108001634,0.12358813,137,c1_2,137,0.6546019
0.54736346,0.24636444,0.097080596,0.10919148,139,c1_2,139,0.6558261
0.55095196,0.25164872,0.09602916,0.10137013,141,c1_2,141,0.6563691
0.5885649,0.24602345,0.08112667,0.08428495,143,c1_2,143,0.6581294
0.56964797,0.2541361,0.08500002,0.091215886,145,c1_2,145,0.6587085
0.6141954,0.23430493,0.07626463,0.07523498,147,c1_2,147,0.66010594
0.61199695,0.23741025,0.075858794,0.074734025,149,c1_2,149,0.66096044
0.547121,0.24530576,0.098005004,0.10956825,151,c1_2,151,0.6610741
0.5478507,0.2507539,0.0945656,0.10682976,153,c1_2,153,0.6635411
0.53177184,0.24649131,0.10242219,0.119314685,155,c1_2,155,0.66455066
0.5501121,0.24717687,0.09590451,0.106806464,157,c1_2,157,0.6666379
0.57469976,0.24829829,0.08511644,0.09188552,159,c1_2,159,0.6687522
0.59939015,0.23986343,0.075991884,0.08475449,161,c1_2,161,0.67162067
